Column1,block,street_name,lat,lon,return_url
1223,43,TELOK BLANGAH RISE,1.2704309,103.8232466,"https://www.google.com/maps/place/43+Telok+Blangah+Rise,+Block+43,+Singapore+090043/@1.2704309,103.8232466,17z/data=!3m1!4b1!4m6!3m5!1s0x31da195fdfe7cd27:0x8615c7267c543984!8m2!3d1.2704309!4d103.8232466!16s%2Fg%2F12hkm3cgv?entry=ttu&g_ep=EgoyMDI1MDYwNC4wIKXMDSoASAFQAw%3D%3D"
309,42,TELOK BLANGAH RISE,1.2709676,103.8227058,"https://www.google.com/maps/place/42+Telok+Blangah+Rise,+Block+42,+Singapore+090042/@1.2709676,103.8227058,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19600e5ac92f:0x2d7573c409bec1cb!8m2!3d1.2709676!4d103.8227058!16s%2Fg%2F12hwthdg0?entry=ttu&g_ep=EgoyMDI1MDYwNC4wIKXMDSoASAFQAw%3D%3D"
305,44,TELOK BLANGAH DR,1.2713354,103.8104162,"https://www.google.com/maps/place/44+Telok+Blangah+Dr,+Block+44,+Singapore+100044/@1.2713354,103.8104162,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1bdd49a08bb9:0x1bf13cd1d985baf5!8m2!3d1.2713354!4d103.8104162!16s%2Fg%2F12h_4mfpz?entry=ttu&g_ep=EgoyMDI1MDYwNC4wIKXMDSoASAFQAw%3D%3D"
1226,101,BT PURMEI RD,1.2716359,103.8257575,"https://www.google.com/maps/place/101+Bukit+Purmei+Rd,+Block+101,+Singapore+090101/@1.2716359,103.8257575,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1960935bc825:0x71f783db53492e25!8m2!3d1.2716359!4d103.8257575!16s%2Fg%2F12hmsxn7m?entry=ttu&g_ep=EgoyMDI1MDYwNC4wIKXMDSoASAFQAw%3D%3D"
306,46,TELOK BLANGAH DR,1.2717576,103.809868,"https://www.google.com/maps/place/46+Telok+Blangah+Dr,+Block+46,+Singapore+100046/@1.2717576,103.809868,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1bc2b59fdf75:0x7511d064f8d17306!8m2!3d1.2717576!4d103.809868!16s%2Fg%2F12hkwp38w?entry=ttu&g_ep=EgoyMDI1MDYwNC4wIKXMDSoASAFQAw%3D%3D"
1602,39,TELOK BLANGAH RISE,1.2717673,103.8221995,"https://www.google.com/maps/place/39+Telok+Blangah+Rise,+Block+39,+Singapore+090039/@1.2717673,103.8221995,17z/data=!3m1!4b1!4m6!3m5!1s0x31da196022f0ecbf:0x70751ea61d976b22!8m2!3d1.2717673!4d103.8221995!16s%2Fg%2F11fl7f0czh?entry=ttu&g_ep=EgoyMDI1MDYwNC4wIKXMDSoASAFQAw%3D%3D"
1595,40,TELOK BLANGAH RISE,1.2717782,103.8235402,"https://www.google.com/maps/place/40+Telok+Blangah+Rise,+Singapore+090040/@1.2717782,103.8235402,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19fdf07acfa3:0x776edb5e27dfac30!8m2!3d1.2717782!4d103.8235402!16s%2Fg%2F11txh7sclm?entry=ttu&g_ep=EgoyMDI1MDYwNC4wIKXMDSoASAFQAw%3D%3D"
329,102,BT PURMEI RD,1.2719645,103.8266258,"https://www.google.com/maps/place/102+Bukit+Purmei+Rd,+Block+102,+Singapore+090102/@1.2719645,103.8266258,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1960c4119bdf:0x9841c2eb0836749e!8m2!3d1.2719645!4d103.8266258!16s%2Fg%2F12hnxr5rk?entry=ttu&g_ep=EgoyMDI1MDYwNC4wIKXMDSoASAFQAw%3D%3D"
2902,103,BT PURMEI RD,1.2720566,103.8256854,"https://www.google.com/maps/place/103+Bukit+Purmei+Rd,+Block+103,+Singapore+090103/@1.2720566,103.8256854,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1960eed19f1d:0xebe48e80061e0a90!8m2!3d1.2720566!4d103.8256854!16s%2Fg%2F12hpm5k_v?entry=ttu&g_ep=EgoyMDI1MDYwNC4wIKXMDSoASAFQAw%3D%3D"
2272,47,TELOK BLANGAH DR,1.2720806,103.8101053,"https://www.google.com/maps/place/47+Telok+Blangah+Dr,+Block+47,+Singapore+100047/@1.2720806,103.8101053,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1bc2ccaad95d:0x833172c04714210b!8m2!3d1.2720806!4d103.8101053!16s%2Fg%2F12hkt8j22?entry=ttu&g_ep=EgoyMDI1MDYwNC4wIKXMDSoASAFQAw%3D%3D"
